fid,city,year_built,units
58141,Boston,1905,3
58142,Boston,1920,2
58143,Boston,1999,5
58144,Boston,1927,3
58145,Boston,1930,3
58146,Boston,1910,3
58147,Boston,1899,1
58148,Boston,1900,2
58149,Boston,1960,2
58150,Boston,1925,1
58151,Boston,1920,1
58152,Boston,1899,7
58153,Boston,1900,1
58154,Boston,1865,2
58155,Boston,1930,1
58156,Boston,1915,1
58157,Boston,1900,8
58158,Boston,1920,2
58159,Boston,1920,2
58160,Boston,1920,2
58161,Boston,1920,3
58163,Boston,1890,3
58164,Boston,1910,3
58165,Boston,1940,1
58166,Boston,1989,1
58167,Boston,1970,1
58168,Boston,1930,2
58169,Boston,1950,1
58170,Boston,1910,2
58171,Boston,1910,1
58172,Boston,1910,1
58173,Boston,1910,1
58174,Boston,1935,2
58175,Boston,1936,1
58176,Boston,1905,5
58177,Boston,1905,3
58178,Boston,1920,2
58179,Boston,1935,1
58180,Boston,1955,2
58181,Boston,1920,1
58183,Boston,1905,3
58184,Boston,1900,1
58185,Boston,1899,1
58186,Boston,1905,3
58189,Boston,1910,1
58190,Boston,1963,1
58191,Boston,1920,1
58192,Boston,1910,2
58193,Boston,1880,3
58194,Boston,2006,5
58195,Boston,1958,1
58196,Boston,1905,3
58197,Boston,1905,2
58198,Boston,1905,3
58200,Boston,1899,1
58201,Boston,1935,2
58202,Boston,1920,1
58203,Boston,1900,1
58204,Boston,1876,2
58205,Boston,1915,3
58206,Boston,1920,1
58207,Boston,1905,2
58208,Boston,1915,3
58209,Boston,1910,3
58210,Boston,1899,1
58211,Boston,1890,1
58212,Boston,1900,2
58213,Boston,1880,1
58214,Boston,1950,1
58215,Boston,1910,1
58217,Boston,1912,1
58218,Boston,1915,1
58219,Boston,1909,1
58220,Boston,1925,1
58221,Boston,1920,2
58222,Boston,1999,10
58223,Boston,2001,2
58224,Boston,1935,1
58226,Boston,1923,1
58227,Boston,1951,1
58228,Boston,1905,1
58229,Boston,1914,1
58232,Boston,1940,1
58234,Boston,1905,2
58235,Boston,1887,13
58237,Boston,1999,12
58238,Boston,1999,3
58239,Boston,1950,1
58240,Boston,1950,1
58242,Boston,2012,2
58243,Boston,1905,3
58244,Boston,1999,245
58245,Boston,1905,3
58246,Boston,1900,3
58247,Boston,1948,2
58248,Boston,1905,3
58251,Boston,1900,1
58252,Boston,1920,2
58253,Boston,1910,7
58254,Boston,1906,9
58255,Boston,1920,16
58257,Boston,1900,2
58258,Boston,1900,3
58259,Boston,1890,1
58260,Boston,1999,5
58262,Boston,1910,1
58263,Boston,1900,2
58264,Boston,1900,1
58265,Boston,1930,1
58266,Boston,1910,5
58267,Boston,1900,1
58268,Boston,1900,3
58269,Boston,1890,3
58270,Boston,1885,2
58271,Boston,1930,1
58272,Boston,1950,1
58273,Boston,1950,1
58274,Boston,1901,1
58275,Boston,1940,1
58276,Boston,1950,1
58277,Boston,1900,2
58278,Boston,1920,1
58279,Boston,1905,3
58280,Boston,2020,2
58281,Boston,1950,1
58282,Boston,1935,1
58284,Boston,1935,1
58285,Boston,1905,3
58286,Boston,1899,8
58287,Boston,1900,2
58289,Boston,1935,2
58290,Boston,1920,32
58291,Boston,1910,3
58292,Boston,1950,1
58293,Boston,1929,1
58294,Boston,1920,2
58296,Boston,1905,4
58297,Boston,1910,3
58298,Boston,1899,20
58299,Boston,1920,2
58300,Boston,1905,3
58301,Boston,1905,2
58303,Boston,1920,1
58304,Boston,1950,1
58305,Boston,1937,1
58306,Boston,1910,1
58307,Boston,1901,3
58309,Boston,1910,1
58310,Boston,1910,1
58311,Boston,1910,3
58312,Boston,1930,6
58313,Boston,1890,2
58315,Boston,1930,1
58316,Boston,1950,1
58318,Boston,1905,8
58319,Boston,1945,1
58320,Boston,1925,1
58321,Boston,1910,2
58322,Boston,1880,1
58323,Boston,1999,7
58324,Boston,1890,2
58325,Boston,1930,21
58326,Boston,1920,1
58327,Boston,1932,1
58328,Boston,1999,5
58329,Boston,1920,1
58330,Boston,1938,2
58331,Boston,1905,3
58332,Boston,2000,1
58333,Boston,1920,2
58334,Boston,1935,2
58335,Boston,1915,2
58336,Boston,1920,1
58337,Boston,1880,3
58338,Boston,1930,3
58339,Boston,1905,3
58340,Boston,1920,3
58341,Boston,1920,2
58342,Boston,1900,18
58343,Boston,1905,3
58344,Boston,1955,1
58345,Boston,1880,2
58346,Boston,1905,2
58347,Boston,2008,5
58348,Boston,2004,2
58350,Boston,1897,1
58352,Boston,1900,1
58353,Boston,1890,2
58355,Boston,1980,1
58356,Boston,1880,2
58357,Boston,1905,3
58358,Boston,1999,7
58359,Boston,1890,3
58360,Boston,1900,2
58361,Boston,1900,3
58362,Boston,1900,3
58363,Boston,1925,1
58364,Boston,1910,3
58365,Boston,1900,2
58366,Boston,1925,1
58367,Boston,1950,1
58368,Boston,1945,2
58369,Boston,1999,267
58370,Boston,1920,3
58371,Boston,1930,2
58372,Boston,1900,1
58373,Boston,1910,3
58374,Boston,1935,2
58375,Boston,1910,3
58376,Boston,1935,1
58377,Boston,1935,2
58378,Boston,1950,1
58379,Boston,1900,3
58380,Boston,1920,2
58381,Boston,1893,3
58383,Boston,1890,1
58386,Boston,2005,1
58387,Boston,1959,1
58388,Boston,1910,1
58389,Boston,1910,2
58390,Boston,1905,3
58391,Boston,2017,3
58392,Boston,1905,3
58393,Boston,1910,2
58394,Boston,1875,3
58395,Boston,1999,3
58396,Boston,1900,1
58397,Boston,1920,3
58398,Boston,1892,3
58399,Boston,1920,2
58400,Boston,1900,3
58401,Boston,1900,3
58403,Boston,1880,1
58404,Boston,1905,3
58405,Boston,1999,5
58407,Boston,1910,1
58408,Boston,1910,1
58409,Boston,1900,2
58410,Boston,1928,1
58411,Boston,1905,3
58412,Boston,1920,3
58413,Boston,1929,1
58414,Boston,1920,1
58415,Boston,1900,3
58416,Boston,1900,2
58417,Boston,1905,5
58418,Boston,1900,1
58419,Boston,1920,1
58420,Boston,1890,5
58421,Boston,1935,2
58422,Boston,1910,1
58423,Boston,1915,1
58424,Boston,1925,3
58425,Boston,1915,2
58426,Boston,2017,1
58427,Boston,1890,3
58428,Boston,1900,3
58429,Boston,1905,4
58430,Boston,1960,1
58431,Boston,1957,2
58432,Boston,1936,1
58433,Boston,1915,2
58434,Boston,1999,13
58435,Boston,1954,1
58436,Boston,1870,3
58438,Boston,2016,2
58439,Boston,1890,2
58440,Boston,1963,1
58441,Boston,1920,3
58442,Boston,1900,1
58443,Boston,1900,1
58444,Boston,1880,5
58445,Boston,1890,1
58446,Boston,1960,1
58447,Boston,1978,2
58448,Boston,1916,2
58449,Boston,1925,1
58450,Boston,1910,5
58451,Boston,1905,3
58452,Boston,1899,3
58453,Boston,1905,3
58455,Boston,1935,2
58456,Boston,1905,3
58458,Boston,1885,2
58459,Boston,1910,3
58461,Boston,1890,1
58464,Boston,1960,1
58465,Boston,1900,2
58466,Boston,1925,2
58468,Boston,1900,1
58469,Boston,1900,1
58470,Boston,1920,1
58471,Boston,1905,3
58472,Boston,1900,3
58473,Boston,1910,8
58474,Boston,1920,3
58475,Boston,1940,1
58476,Boston,1920,7
58477,Boston,1905,3
58479,Boston,1910,1
58480,Boston,1900,3
58481,Boston,1920,2
58482,Boston,1905,5
58483,Boston,1920,3
58484,Boston,1900,3
58485,Boston,1950,2
58486,Boston,1920,1
58487,Boston,1930,2
58488,Boston,1960,34
58489,Boston,1880,1
58490,Boston,1857,3
58491,Boston,1920,1
58492,Boston,1970,1
58494,Boston,1915,2
58495,Boston,1999,1
58496,Boston,1920,1
58499,Boston,1965,5
58500,Boston,1930,4
58501,Boston,1905,3
58502,Boston,1905,3
58503,Boston,1905,3
58504,Boston,2001,12
58506,Boston,1945,2
58507,Boston,1890,1
58508,Boston,1999,15
58509,Boston,1982,1
58511,Boston,1900,1
58512,Boston,1900,2
58513,Boston,1900,2
58514,Boston,1950,2
58515,Boston,1905,3
58516,Boston,1905,3
58517,Boston,2006,10
58518,Boston,1899,1
58520,Boston,1935,1
58521,Boston,1900,1
58522,Boston,1999,88
58525,Boston,1905,3
58526,Boston,1910,2
58527,Boston,1900,1
58528,Boston,1960,1
58530,Boston,1890,5
58531,Boston,1875,1
58532,Boston,1925,1
58534,Boston,1925,1
58536,Boston,1998,1
58537,Boston,1993,1
58538,Boston,1900,2
58539,Boston,1905,3
58541,Boston,1910,3
58542,Boston,1900,3
58543,Boston,1899,5
58544,Boston,1956,1
58545,Boston,1999,10
58546,Boston,1879,2
58547,Boston,1920,1
58548,Boston,1917,1
58549,Boston,1895,1
58550,Boston,1910,2
58553,Boston,1900,1
58554,Boston,1915,1
58555,Boston,1945,2
58556,Boston,1910,2
58557,Boston,1930,1
58558,Boston,1999,5
58559,Boston,1935,3
58560,Boston,1925,2
58561,Boston,1999,52
58562,Boston,1999,9
58563,Boston,1890,1
58564,Boston,1910,2
58566,Boston,1925,2
58567,Boston,1905,1
58570,Boston,1915,1
58571,Boston,1882,3
58572,Boston,1970,1
58573,Boston,1905,3
58575,Boston,1935,1
58576,Boston,1892,2
58577,Boston,1910,3
58578,Boston,1930,1
58579,Boston,1932,1
58580,Boston,1940,1
58581,Boston,1905,2
58583,Boston,1953,1
58584,Boston,1920,4
58585,Boston,1899,1
58586,Boston,1945,2
58587,Boston,1890,3
58588,Boston,1920,3
58589,Boston,1818,1
58590,Boston,1905,3
58591,Boston,1950,1
58592,Boston,1923,1
58593,Boston,1935,1
58594,Boston,1904,1
58595,Boston,1900,2
58596,Boston,1938,1
58597,Boston,1923,1
58598,Boston,1915,2
58599,Boston,1933,1
58600,Boston,1926,1
58601,Boston,1905,5
58602,Boston,1900,1
58603,Boston,1905,3
58604,Boston,1899,1
58605,Boston,1940,2
58606,Boston,1920,1
58607,Boston,1905,3
58608,Boston,1991,1
58609,Boston,1890,2
58611,Boston,1900,2
58612,Boston,2001,2
58614,Boston,2018,2
58615,Boston,1910,1
58616,Boston,1926,2
58617,Boston,1950,1
58618,Boston,1930,1
58619,Boston,1965,1
58620,Boston,1910,3
58621,Boston,1910,2
58622,Boston,1900,1
58623,Boston,1931,1
58624,Boston,1906,2
58625,Boston,1900,1
58626,Boston,1920,2
58627,Boston,1920,1
58628,Boston,1920,2
58629,Boston,1885,2
58630,Boston,1905,3
58631,Boston,1950,1
58632,Boston,1905,5
58633,Boston,1900,2
58634,Boston,1974,1
58635,Boston,1910,2
58636,Boston,1910,4
58637,Boston,1915,1
58638,Boston,1900,2
58639,Boston,1900,1
58640,Boston,1965,1
58642,Boston,1890,1
58643,Boston,1899,1
58644,Boston,1930,1
58645,Boston,2001,7
58646,Boston,1900,2
58647,Boston,1910,2
58648,Boston,1890,2
58650,Boston,1900,1
58651,Boston,1931,1
58652,Boston,2011,1
58653,Boston,1920,1
58654,Boston,1879,1
58655,Boston,1900,1
58656,Boston,1905,3
58657,Boston,1920,1
58658,Boston,1920,2
58659,Boston,1910,1
58660,Boston,1899,1
58661,Boston,1900,3
58662,Boston,1905,3
58663,Boston,1920,3
58664,Boston,1899,2
58665,Boston,1897,2
58666,Boston,1899,1
58667,Boston,1905,2
58668,Boston,1935,1
58669,Boston,1930,1
58670,Boston,1899,1
58671,Boston,1910,1
58672,Boston,1905,3
58673,Boston,1920,1
58674,Boston,1875,1
58675,Boston,1959,1
58677,Boston,1900,2
58678,Boston,1940,1
58679,Boston,1926,1
58680,Boston,1938,1
58683,Boston,1910,1
58684,Boston,1935,1
58685,Boston,1999,19
58687,Boston,1920,3
58688,Boston,1930,1
58689,Boston,1950,1
58690,Boston,1935,1
58691,Boston,1929,1
58692,Boston,1920,9
58693,Boston,1920,3
58694,Boston,1910,2
58695,Boston,1950,1
58696,Boston,1905,2
58697,Boston,1899,11
58698,Boston,1945,1
58699,Boston,1950,1
58701,Boston,1920,1
58702,Boston,1885,1
58703,Boston,1899,6
58704,Boston,1930,1
58705,Boston,1910,1
58706,Boston,1910,2
58707,Boston,1920,1
58708,Boston,1957,1
58709,Boston,1935,1
58710,Boston,1925,2
58711,Boston,1900,2
58712,Boston,1940,2
58713,Boston,1949,1
58714,Boston,1920,5
58715,Boston,1909,1
58716,Boston,1955,1
58718,Boston,1952,1
58720,Boston,1900,1
58721,Boston,1890,3
58722,Boston,1905,2
58724,Boston,2000,3
58725,Boston,1945,1
58726,Boston,1920,5
58727,Boston,1920,2
58728,Boston,1910,1
58729,Boston,1905,3
58730,Boston,1890,3
58731,Boston,1934,1
58732,Boston,1930,2
58733,Boston,2001,2
58734,Boston,1890,1
58735,Boston,2017,3
58738,Boston,1905,3
58739,Boston,1930,7
58740,Boston,1917,1
58741,Boston,1912,2
58742,Boston,1905,3
58744,Boston,1905,3
58745,Boston,1935,1
58746,Boston,2008,1
58747,Boston,1905,5
58748,Boston,1919,5
58749,Boston,1890,3
58751,Boston,1920,1
58752,Boston,1910,3
58753,Boston,1910,3
58755,Boston,1910,3
58756,Boston,1900,3
58757,Boston,1880,3
58758,Boston,1905,3
58759,Boston,1905,1
58761,Boston,1910,3
58766,Boston,1900,1
58767,Boston,1901,3
58768,Boston,1890,3
58769,Boston,1910,3
58770,Boston,1905,3
58771,Boston,1940,1
58772,Boston,1950,1
58773,Boston,1950,1
58775,Boston,1925,2
58776,Boston,1954,1
58778,Boston,1935,2
58779,Boston,1916,3
58780,Boston,1905,3
58781,Boston,1920,4
58782,Boston,1920,1
58783,Boston,1946,1
58785,Boston,1925,7
58786,Boston,1910,2
58787,Boston,1890,1
58788,Boston,1915,2
58789,Boston,1918,3
58790,Boston,1913,2
58791,Boston,1900,1
58792,Boston,1905,3
58793,Boston,1920,2
58794,Boston,1920,1
58795,Boston,1900,1
58796,Boston,1932,1
58797,Boston,1920,2
58798,Boston,1996,1
58799,Boston,1920,3
58800,Boston,1930,14
58801,Boston,1855,1
58802,Boston,1920,2
58804,Boston,1905,3
58805,Boston,1890,1
58806,Boston,1875,1
58807,Boston,1905,3
58808,Boston,1900,2
58810,Boston,1970,1
58811,Boston,1960,1
58812,Boston,1890,1
58813,Boston,1890,2
58814,Boston,1900,2
58815,Boston,1930,1
58816,Boston,1900,1
58817,Boston,1910,1
58818,Boston,1910,1
58820,Boston,1940,1
58821,Boston,1890,1
58822,Boston,1905,3
58823,Boston,1911,5
58824,Boston,1935,2
58825,Boston,1935,2
58826,Boston,1999,1
58827,Boston,1905,2
58828,Boston,1950,1
58830,Boston,1940,1
58832,Boston,2020,9
58833,Boston,1905,1
58835,Boston,1905,3
58836,Boston,1910,1
58837,Boston,1929,1
58838,Boston,1920,3
58839,Boston,1899,3
58840,Boston,1905,2
58843,Boston,1880,1
58845,Boston,1961,1
58846,Boston,1900,1
58847,Boston,1910,4
58850,Boston,2005,1
58851,Boston,1960,1
58852,Boston,1960,1
58853,Boston,1957,1
58854,Boston,1880,1
58855,Boston,1950,2
58856,Boston,1895,3
58858,Boston,1905,3
58859,Boston,1890,1
58860,Boston,1930,1
58861,Boston,1919,3
58863,Boston,1905,3
58866,Boston,1964,1
58867,Boston,1925,2
58868,Boston,1935,3
58869,Boston,1900,2
58870,Boston,1920,1
58872,Boston,1968,1
58873,Boston,1950,1
58874,Boston,1910,3
58875,Boston,1999,7
58877,Boston,1900,3
58878,Boston,1895,3
58879,Boston,1880,1
58880,Boston,1875,1
58881,Boston,2003,1
58882,Boston,2003,1
58883,Boston,1987,2
58884,Boston,1951,1
58885,Boston,1965,1
58886,Boston,1920,2
58887,Boston,1925,2
58888,Boston,1925,2
58889,Boston,1905,3
58890,Boston,1897,3
58891,Boston,1885,1
58892,Boston,1890,3
58893,Boston,1890,3
58894,Boston,1925,1
58895,Boston,1900,1
58896,Boston,1900,2
58898,Boston,1935,1
58899,Boston,1885,1
58900,Boston,1900,3
58901,Boston,1900,3
58902,Boston,1900,2
58904,Boston,1905,1
58905,Boston,1905,2
58906,Boston,1905,3
58907,Boston,2001,3
58908,Boston,1920,2
58909,Boston,1936,1
58910,Boston,1920,1
58911,Boston,1930,2
58912,Boston,1910,3
58913,Boston,1890,2
58914,Boston,1930,1
58915,Boston,1925,1
58917,Boston,1925,3
58918,Boston,1890,1
58919,Boston,1890,5
58920,Boston,2016,3
58921,Boston,1961,1
58922,Boston,1940,1
58923,Boston,1910,8
58924,Boston,1890,1
58925,Boston,1935,1
58926,Boston,1915,5
58928,Boston,1905,3
58929,Boston,1935,2
58930,Boston,1935,2
58931,Boston,1950,1
58932,Boston,1989,1
58933,Boston,1999,5
58934,Boston,1890,1
58935,Boston,1936,1
58936,Boston,1900,1
58937,Boston,1905,3
58938,Boston,1899,3
58940,Boston,1905,2
58941,Boston,1900,1
58942,Boston,1920,1
58943,Boston,1899,10
58944,Boston,1890,3
58945,Boston,1900,1
58946,Boston,1999,38
58947,Boston,1938,1
58948,Boston,1955,1
58949,Boston,1922,1
58950,Boston,1910,2
58951,Boston,1970,1
58952,Boston,1930,2
58953,Boston,1920,2
58954,Boston,1926,3
58955,Boston,1915,3
58958,Boston,1920,3
58959,Boston,1920,2
58960,Boston,1905,3
58961,Boston,1910,3
58963,Boston,1877,1
58964,Boston,1959,1
58965,Boston,1899,1
58966,Boston,1899,1
58967,Boston,1899,43
58968,Boston,1999,15
58969,Boston,1900,3
58970,Boston,1900,3
58971,Boston,1970,1
58972,Boston,1890,2
58973,Boston,1890,1
58974,Boston,1870,2
58975,Boston,1880,2
58976,Boston,1900,1
58977,Boston,1999,4
58978,Boston,1999,17
58979,Boston,1918,2
58980,Boston,1900,1
58981,Boston,1900,5
58983,Boston,1920,1
58984,Boston,1900,3
58985,Boston,1999,25
58986,Boston,1920,1
58987,Boston,1899,2
58988,Boston,1905,3
58989,Boston,1910,1
58990,Boston,1905,2
58991,Boston,1890,5
58992,Boston,2017,3
58993,Boston,1950,1
58994,Boston,1900,1
58995,Boston,1962,1
58997,Boston,1950,1
58998,Boston,1905,6
58999,Boston,2000,1
59000,Boston,1890,3
59001,Boston,1900,1
59002,Boston,1900,2
59004,Boston,1910,1
59005,Boston,1940,1
59006,Boston,1924,1
59007,Boston,1930,2
59008,Boston,2005,1
59009,Boston,1950,1
59010,Boston,1910,3
59011,Boston,1950,1
59013,Boston,1880,1
59014,Boston,1961,1
59015,Boston,1905,5
59016,Boston,1905,3
59017,Boston,1870,1
59018,Boston,1899,4
59019,Boston,1920,1
59020,Boston,1905,3
59021,Boston,1905,3
59022,Boston,1896,3
59023,Boston,1910,2
59024,Boston,1935,3
59025,Boston,1910,3
59026,Boston,1999,159
59027,Boston,1900,1
59028,Boston,1933,2
59029,Boston,1915,2
59030,Boston,1910,1
59032,Boston,1955,1
59033,Boston,1905,2
59034,Boston,1900,2
59035,Boston,1954,1
59037,Boston,1999,18
59038,Boston,1960,1
59039,Boston,1920,1
59040,Boston,1910,3
59041,Boston,1920,2
59042,Boston,1920,1
59043,Boston,1910,1
59044,Boston,1890,3
59045,Boston,1920,3
59046,Boston,1948,1
59047,Boston,1925,2
59048,Boston,1908,1
59051,Boston,1910,1
59052,Boston,1933,1
59053,Boston,1882,1
59054,Boston,1920,18
59056,Boston,1900,1
59057,Boston,1958,1
59058,Boston,1902,3
59060,Boston,1910,1
59061,Boston,1920,2
59062,Boston,1950,1
59063,Boston,1945,2
59064,Boston,1999,10
59066,Boston,1899,1
59067,Boston,1999,8
59068,Boston,1930,1
59069,Boston,1956,1
59070,Boston,1900,2
59071,Boston,1920,6
59073,Boston,1920,4
59074,Boston,1850,1
59075,Boston,1920,3
59076,Boston,1950,5
59077,Boston,1885,2
59078,Boston,1890,3
59079,Boston,1900,3
59081,Boston,1905,3
59082,Boston,1880,5
59083,Boston,1920,2
59084,Boston,1920,2
59085,Boston,1984,1
59086,Boston,1935,2
59087,Boston,2006,5
59088,Boston,1910,1
59089,Boston,1900,2
59090,Boston,1890,1
59091,Boston,1900,1
59092,Boston,1930,2
59093,Boston,1915,2
59094,Boston,1935,1
59095,Boston,1948,1
59096,Boston,1910,1
59097,Boston,1910,1
59098,Boston,1923,3
59099,Boston,1950,1
59100,Boston,1910,1
59101,Boston,1930,41
59102,Boston,1899,13
59103,Boston,1928,1
59104,Boston,1925,1
59105,Boston,1920,1
59107,Boston,1905,3
59108,Boston,1950,1
59109,Boston,1999,5
59110,Boston,1890,3
59111,Boston,1920,5
59112,Boston,1900,2
59113,Boston,1930,2
59114,Boston,1926,2
59117,Boston,1928,1
59118,Boston,1920,2
59119,Boston,1999,11
59120,Boston,1999,17
59121,Boston,1900,2
59122,Boston,1910,2
59123,Boston,1935,1
59124,Boston,1920,1
59125,Boston,2018,4
59126,Boston,1950,2
59127,Boston,1935,1
59128,Boston,1920,3
59129,Boston,1890,1
59130,Boston,1900,3
59131,Boston,1900,1
59132,Boston,1998,3
59133,Boston,1947,1
59134,Boston,1910,1
59135,Boston,1920,1
59136,Boston,1920,2
59137,Boston,1905,3
59138,Boston,1925,1
59141,Boston,1891,1
59142,Boston,1900,2
59143,Boston,1910,11
59144,Boston,1905,3
59145,Boston,1920,2
59146,Boston,1910,1
59147,Boston,1905,1
59148,Boston,1935,1
59149,Boston,1915,2
59150,Boston,1915,1
59151,Boston,1905,1
59152,Boston,1884,2
59153,Boston,1935,1
59154,Boston,1905,3
59155,Boston,1930,1
59156,Boston,1905,3
59158,Boston,1905,1
59159,Boston,1870,1
59161,Boston,1999,19
59162,Boston,1999,9
59163,Boston,1955,1
59164,Boston,1880,2
59165,Boston,1999,31
59166,Boston,1900,1
59168,Boston,1935,1
59169,Boston,1920,7
59170,Boston,1915,3
59171,Boston,1910,2
59172,Boston,1960,2
59173,Boston,1939,1
59174,Boston,1930,1
59175,Boston,1890,1
59176,Boston,1900,6
59177,Boston,1900,2
59178,Boston,1950,1
59179,Boston,1950,1
59180,Boston,1955,1
59181,Boston,1935,1
59182,Boston,1946,1
59183,Boston,1905,2
59184,Boston,1980,11
59187,Boston,1920,2
59189,Boston,1940,1
59190,Boston,1900,1
59191,Boston,1900,1
59192,Boston,1920,2
59195,Boston,1905,3
59196,Boston,1930,2
59197,Boston,1920,1
59198,Boston,1905,3
59199,Boston,1900,2
59200,Boston,1900,1
59201,Boston,1920,2
59202,Boston,1880,1
59204,Boston,1930,1
59205,Boston,1910,1
59206,Boston,1888,1
59207,Boston,1905,3
59208,Boston,1875,3
59209,Boston,1950,1
59210,Boston,1900,2
59211,Boston,1988,1
59212,Boston,1905,3
59213,Boston,1930,1
59216,Boston,1905,3
59217,Boston,1960,1
59219,Boston,1930,2
59220,Boston,1915,1
59221,Boston,1899,1
59222,Boston,1935,1
59223,Boston,1920,2
59224,Boston,2017,5
59225,Boston,1835,3
59226,Boston,1890,1
59228,Boston,1915,1
59229,Boston,1900,3
59230,Boston,1900,1
59231,Boston,1900,1
59233,Boston,1925,2
59234,Boston,1905,3
59235,Boston,1935,2
59236,Boston,1935,1
59237,Boston,1955,1
59238,Boston,1998,1
59239,Boston,1925,1
59240,Boston,1925,3
59241,Boston,1965,1
59242,Boston,2005,1
59243,Boston,2006,3
59244,Boston,1900,1
59245,Boston,1900,1
59246,Boston,1997,4
59247,Boston,1914,1
59248,Boston,1924,1
59249,Boston,1935,1
59250,Boston,1920,1
59251,Boston,1929,1
59252,Boston,1890,2
59253,Boston,1950,6
59254,Boston,1920,1
59255,Boston,1928,1
